ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
4687,Tueré REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,"862,557",Latin America,,2022-08-31,2062-08-30,47.95
4689,Ateles REDD+,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,"803,046",Latin America,,2022-07-01,2062-06-30,47.95
4690,Ningxia Pengyang 2021-2023 Afforestation Project,Bureau of Natural Resources in Pengyang,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,"53,294",Asia,,2021-03-01,2081-02-28,44.050000000000004
4691,Shaanxi Ningshan IFM (convesion of logging to protected forest) Project,"Shenzhen Nanniwan Industrial Investment Co., Ltd.",Agriculture Forestry and Other Land Use,IFM,ACM0010,Inactive,China,"140,594",Asia,,2020-01-01,2039-12-31,50.150000000000006
4692,GUANGZHOU EASTERN SOLID RESOURCE RECYCLING CENTER FOOD WASTE TREATMENT PHASE II PROJECT,"Grandtop  Fushan  Environmental  Protection  Energy  Co., Ltd.",Waste handling and disposal,,ACM0022,Withdrawn,China,"282,394",Asia,,2022-01-01,2028-12-31,69.65
4694,COMPOSTING OF ORGANIC WASTE PROJECT IN HUBEI PROVINCE,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Rejected by Administrator,China,"311,000",Asia,,2021-05-05,2031-05-04,69.75
4695,Xinxiang Yanmai Biogas Utilization Project,"Xinxiang Yanmai Food Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.H.,Registered,China,"49,972",Asia,2024-12-20,2023-05-20,2030-05-19,74.95
4696,Biaofa Juancheng Animal Manure Management Project,"Biaofa Ecological (Juancheng) Co., Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Registration requested,China,"331,420",Asia,,2024-06-01,2031-05-31,59.45
4698,Hive Ecosystems project,HIVE ECOSYSTEMS (PTY) LTD,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,South Africa,"33,749",Africa,,2023-04-30,2053-04-29,45.75
4699,Baviaanskloof Carbon Project,Baviaanskloof Bewarea NPC,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,South Africa,"18,268",Africa,,2023-07-01,2063-06-30,46.75
4702,Chahar Right Rear Banner Improved Grassland Management Project,"Beijing BOE Energy Technology Co.,Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Registration and verification approval requested,China,"375,965",Asia,,2021-10-01,2061-09-30,53.550000000000004
4703,Xingning Tokzin PET Recycling Project,"Xingning Tokzin Yinghui Resources Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registered,China,"38,176",Asia,2024-08-20,2022-04-06,2029-04-05,74.15
4704,Yecheng Grassland Sustainable Management Project (Phase 2),Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0026,Inactive,China,"316,849",Asia,,2020-09-01,2060-08-31,50.550000000000004
