ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
1098,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,"Huadian Suzhou Biomass Power Industrial Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"123,447",Asia,2020-04-06,,,57.150000000000006
1099,Qian'an Wangxin Caizi Town Windfarm Project Phase I,"Qian’an IW Power Co., Ltd, P.R.China",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"102,586",Asia,2020-04-06,,,77.14999999999999
1100,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"524,729",Middle East,2020-04-06,2020-12-02,2030-12-01,83.25
1101,BALKODU 1 HYDRO POWER PLANT,BTA Enerji Elektrik Üretim İnşaat,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Turkey,"20,642",Middle East,,,,73.64999999999999
1102,"Wind Power Project in Tinwari, Rajasthan",Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"30,649",Asia,2013-07-04,,,70.75
1103,Upgrade of Dominican Power Partners’ Los Mina power station from open cycle to combined cycle power generation,"DOMINICAN POWER PARTNERS, LDC",Energy industries (renewable/non-renewable sources),,ACM0007,Registered,Dominican Republic,"345,758",Latin America,2013-07-05,2016-01-01,2025-12-31,58.150000000000006
1104,KALE HYDROELECTRIC POWER PLANT,AVKAL ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"48,661",Middle East,2013-07-18,2023-03-01,2033-02-28,77.25
1105,OSMANCIK HYDROELECTRIC POWER PLANT,Turhal Enerji Uretim ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"17,472",Middle East,2013-07-18,2013-02-15,2033-02-14,76.64999999999999
1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,Arsan Sogukpynar Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"14,668",Middle East,,,,72.64999999999999
1107,Koprubasi 14.66 MW HEPP,Koprubapy Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"24,081",Middle East,,,,72.64999999999999
1108,23.80 MW KIY Regulator and Hydroelectric Power Plant Project,Kyy Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"37,737",Middle East,,,,72.64999999999999
1109,Mithapur Solar Power Project,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"37,696",Asia,2020-04-06,,,77.75
1110,10.5 MW wind mill project of ICF in the state of Tamil Nadu,Integral Coach Factory,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"24,009",Asia,2013-07-24,,,72.25
1111,PER 1 AND PER 2 WIND POWER PLANTS (UMBRELLA PROJECT),GENNEIA S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Argentina,"189,429",Latin America,2020-04-06,,,76.55
1112,The Russas Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"120,147",Latin America,2020-06-04,2011-03-17,2041-03-16,40.95
1113,The Valparaiso Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"153,853",Latin America,2020-04-06,2011-03-19,2041-03-18,40.95
1114,SONAWADE SMALL HYDRO POWER PROJECT,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"16,995",Asia,2013-10-23,2020-09-14,2030-09-13,76.85000000000001
1115,JARI/AMAPÁ REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"115,009",Latin America,2020-04-06,2011-02-14,2041-02-13,48.45
1116,St Joseph Sanitary Landfill Gas Collection and Control System,Kansas City Power and Light Greater Missouri,Waste handling and disposal,,ACM0001,Late to verify,United States,"41,000",North America,2013-10-25,,,51.85
1117,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,ARCELIK A.S.,Manufacturing industries,,AM0070,Registered,Turkey,"177,785",Middle East,2013-08-02,2013-01-01,2032-12-31,58.45
1118,Suruí Forest Carbon Project,Metareilá Association of the Suruí Indigenous P'pl,Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Brazil,"247,460",Latin America,2020-04-06,2009-06-09,2039-06-08,44.45
1119,RFC Grouped Wind Projects Phase II,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,United States,"3,160",North America,2020-04-06,,,72.64999999999999
1120,"Vaayu India Wind Power Project in Jaisalmer, Rajasthan",Vaayu (India) Power Corporation Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"87,159",Asia,2020-04-06,,,75.25
1121,Anhui Guzhen Biomass Generation Project,"NATIONAL GUZHEN  BIO ENERGY CO.,LTD.",Energy industries (renewable/non-renewable sources),,ACM0018,Registered,China,"83,258",Asia,2020-06-04,,,59.650000000000006
1122,April Salumei Rainforest Community Conservation Project,Rainforest Project Management Limited.,Agriculture Forestry and Other Land Use,IFM; REDD,VM0007; VM0010,Verification approval requested,Papua New Guinea,"1,628,812",Oceania,2020-04-06,2009-05-22,2047-05-21,52.45
1123,50.4 MW Wind Power Project by GSFC Ltd.,Gujarat State Fertilizers & Chemicals Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"99,181",Asia,2014-12-01,,,73.75
1124,33 MW Wind Power Project of GSFC Ltd,Gujarat State Fertilizers & Chemicals Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"55,620",Asia,2015-02-09,,,73.75
1125,Carbon Offset Aggregation Cooperative: Reducing GHG Emissions from Industrial Vehicles and Mobile Machinery (Grouped Project),Carbon Offset Aggregation Co-operative BC,Transport,,AMS-III.BC.,Under development,Canada,"43,542",North America,,,,65.35
1126,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,"National Bio Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"190,139",Asia,2020-04-06,,,57.150000000000006
1127,Bucakkisla HPP Run-Of-River Hydro Project,Bilgin Guc Santralleri Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"77,837",Middle East,2020-04-06,,,79.64999999999999
1128,Hangjin Yihewusu Phase I 49.5MW Wind Power Project,"Inner Mongolia Guodian New Energy Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"97,395",Asia,2013-09-29,,,78.14999999999999
1129,3 MW bundled wind Power Project in Tamil Nadu,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"6,115",Asia,2019-02-13,,,72.25
1130,"9 MW WIND POWER PROJECT OF KHATAU NARBHERAM & CO. IN TAMIL NADU, INDIA",KHATAU NARBHERAM & CO.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"17,679",Asia,2013-09-04,,,72.25
1131,"13.65 MW Wind Power Project of Khatau Narbheram & Co. in Tamil Nadu, India.",KHATAU NARBHERAM & CO.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"26,813",Asia,2013-09-06,,,72.25
1132,Bundled Wind Energy Project in Indian States :- EnKing International 2007,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"4,082",Asia,2013-09-09,2017-02-21,2027-02-20,71.35000000000001
1133,Yacumama Forest Carbon Project,YACUMAMA S.R.L.,Agriculture Forestry and Other Land Use,REDD,VM0007,Verification approval request denied,Peru,"51,013",Latin America,2020-04-06,2012-01-01,2041-12-31,35.45
1134,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"85,863",Asia,2020-06-04,,,72.25
1135,27.3 MW Wind energy farm at Mokla Rajasthan by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"44,627",Asia,2020-06-04,,,70.75
1136,25.5 MW Wind Energy Farm at Nandurbar Maharashtra by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"42,912",Asia,2020-06-04,,,70.75
1137,"21 MW Wind energy farm at Palladam, TamilNadu by HZL",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"42,131",Asia,2020-06-04,,,70.75
1138,9 MW Wind Energy Farm at Jodhpur Rajasthan by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,India,"14,846",Asia,2020-06-04,,,70.75
1139,"15 MW Wind energy farm at Gopalpura, Karnataka by HZL",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,India,"31,875",Asia,2020-04-06,,,70.75
1140,Henan Xinxiang 24MW Biomass based Cogeneration Project,"Xinxiang Tianjie Bio-Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,"55,874",Asia,2013-09-11,2019-10-28,2029-10-27,58.75000000000001
1141,Fresh Breeze Afforestation Project,Proteak UNO S.A.B. de C.V.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Mexico,"171,808",Latin America,2020-04-06,2009-07-01,2059-06-30,51.550000000000004
1142,Ticket Log Fleet Fuel Substitution,Ticket Soluções HDFGT S.A,Transport,,VM0019,Registered,Brazil,456,Latin America,2020-04-06,,,52.95
1143,Ningxia Angli Lingwu Photovoltaic Grid Connected Power Plant Project,"Datang Angli (Lingwu) New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"48,402",,2013-11-12,2021-12-28,2031-12-27,77.25
1144,Composting Project in Santa Catarina,Multiple Proponents,Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Registered,Brazil,"18,077",,2020-04-06,,,71.75
1145,"Biomass Based Cogeneration Project by Best Foods Limited at Haryana, India",Best Foods Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"130,183",Asia,2014-04-28,,,55.25000000000001
1146,The Hyundai Waste Energy Recovery CO-Generation Project Phase II,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0012,Registered,South Korea,"1,441,680",Asia,2014-12-19,,,62.650000000000006
1147,Amazon Rio IFM,Empresa Brasileira de Conservacao de Florestas (EBCF),Agriculture Forestry and Other Land Use,IFM,VM0011,Verification approval requested,Brazil,"61,238",Latin America,2020-06-04,2013-06-05,2049-06-04,50.45
1148,Luofan 24MW Hydropower Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"55,857",,2020-04-06,2021-12-05,2031-12-04,76.25
1149,Punta Colorada Wind Farm Project Phase I,Barrick Chile Generacion Limitada,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Chile,"28,941",Latin America,2013-12-10,2021-12-15,2031-12-14,73.25
1150,Algoma Highlands Conservancy Improved Forest Management Project,Algoma Highlands Conservancy,Agriculture Forestry and Other Land Use,IFM,VM0010,Withdrawn,Canada,"1,820",North America,,2009-11-30,2029-11-29,40.95
1151,Wind based power project in Maharashtra by Siddhayu Ayurvedic Research Foundation Pvt. Ltd,Siddhayu Ayurvedic Research Foundation (P) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"21,807",Asia,,,,73.25
1152,Arca Hydro Electricity Power Plant,GURSU TEMIZ ENERJI URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"31,405",Middle East,2020-04-06,2022-04-06,2032-04-05,78.75
1153,Shade Coffee & Cacao Reforestation Project,Société de gestion de projets ECOTIERRA Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Peru,"1,969,139",Latin America,2020-04-06,2013-09-30,2053-09-29,53.95
1155,"14.70 MW Wind Power Project at Jath, Maharashtra",Agrawal Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"23,411",Asia,2020-04-06,,,73.75
1156,Kiran Energy Solar PV Project,Solarfield Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"17,203",Asia,2020-04-06,,,73.75
1157,Saraff Energy EFB to electricity project,Saraff Energies Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Thailand,"28,104",Asia,2020-04-06,2019-06-01,2026-05-31,74.05000000000001
1158,Ethanol & Sugar Project Suriname,Staatsolie Maatschappij Suriname N.V.,Energy industries (renewable/non-renewable sources),,ACM0006,Under development,Suriname,"150,238",Latin America,,2016-10-15,2026-10-14,55.650000000000006
1159,"14.7 MW Bundled Wind Power Project in the state of Maharashtra and Rajasthan, India.",Gangadhar Narsingdas Agrawal (HUF),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"24,288",Asia,2020-04-06,,,73.75
1160,"6.5 MW cogeneration project in Akbarpur, Punjab",Gillanders Arbuthnot & Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"35,044",Asia,2012-10-29,,,54.75000000000001
1161,Bali Landfill Gas Recovery to Electricity Project,Environmental Protection Bureau of Taipei County,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Taiwan,"1,574",Asia,2020-04-06,,,72.25
1162,Jiangxi Province Le'an County Forest Farm Carbon Sink Project,"Beijing Shengdahuitong Carbon Management Co.,Ltd.",Agriculture Forestry and Other Land Use,IFM,VM0010,Rejected by Administrator,China,"86,680",,2020-04-06,2006-01-01,2035-12-31,44.550000000000004
1163,Wind Power Project in Tirupur District,NSL WInd Power Company Phoolwadi Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"109,306",Asia,2020-04-06,,,80.75
1164,Wind Power Project by NACL in Tamil Nadu,Nagarjuna Agrichem Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"11,733",Asia,,,,73.25
1165,GEC Organics Corp.,GEC Organics Corp.,"Livestock, enteric fermentation, and manure management",,Methodology Under Development,Under development,United States,"360,000",North America,,,,52.85
