ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
5333,"Forest Restoration in Mantiqueira, Brazil",The Nature Conservancy,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Brazil,"15,000",Latin America,,2021-11-08,2061-11-07,49.95
5334,Zhengzhou Lvyuan Food Waste Treatment Project,"Zhengzhou Lvyuan Food Waste Treatment Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,China,"30,090",,,2024-07-23,2034-07-22,72.75
5335,Boomitra grassland Restoration in Colombia,Boomitra Inc,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Colombia,"666,484",Latin America,,2022-05-12,2042-05-11,62.550000000000004
5336,Shaoyang Xinning LFG Power Generation Project,"Xinning Xinzhongshui Bio-energy Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registration and verification approval requested,China,"34,809",Asia,,2023-07-01,2033-06-30,76.75
5337,De Aar Hydra Storage,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registration requested,South Africa,"440,000",Africa,,,,74.85
5339,"Biogas Project in Hisar, India",Global Carbon Solutions,Transport; Waste handling and disposal,,AMS-III.D.; AMS-III.AO.; AMS-III.AQ,Under development,India,"27,791",Asia,,2024-06-26,2031-06-25,70.25000000000001
5340,YANGMEI XINDADI 16MW CMM POWER GENERATION PROJECT,"Heshun County Yanyan Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0008,Registration requested,China,"496,650",Asia,,2023-04-20,2033-04-19,59.75000000000001
5342,Yingkou Dashiqiao LFG Power Generation Project,"Dashiqiao Xinzhongshui Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,China,"47,601",Asia,,2024-05-29,2034-05-28,56.75000000000001
5343,STOCK CARBON MAZUAY,Stock Capital Holding LTDA.,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,"35,922",Latin America,,2025-01-01,2044-12-31,38.550000000000004
5344,Ejin Horo Banner MSW Landfill Biogas Pollution Control and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,China,"42,936",Asia,,2023-12-09,2033-12-08,77.75
5345,THE SOUTPANSBERG RESTORATION AND CONSERVATION,Few & Far LLC,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,South Africa,"1,197,385",Africa,,2025-01-01,2064-12-31,57.75
5347,ALM NaturAll Carbon Program: AMAGGI Regenerative Agriculture in Brazil,NaturAll Carbon Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Brazil,"1,562,585",Latin America,,2022-01-01,2041-12-31,65.05
5348,NATURALL CARBON PROGRAM: REGENERATIVE AGRICULTURE IN BRAZIL – PROJECT III,NaturAll Carbon Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,"1,562,585",Latin America,,2022-01-01,2041-12-31,64.05
5349,Electric Vehicle Project in India,Mufin Green Finance Limited,Energy industries (renewable/non-renewable sources); Transport,,AMS-III.C.,Under validation,India,"9,035",Asia,,2023-04-01,2030-03-31,69.05000000000001
5350,"Organic waste to Bio-CNG project in Tamil Nadu, India",Energim Sustainable Solutions Cuddalore Private Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,India,"93,851",Asia,,2023-10-17,2030-10-16,73.55000000000001
5351,PROJECT BUFFALO | WESTERN GUINEAN LOWLAND FOREST ECOSYSTEM RESTORATION,Rainforest Builder Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Sierra Leone,"12,520",Africa,,2023-09-01,2094-08-31,51.75
5352,Chongqing Fengdu LFG Power Generation Project,"Fengdu Zhaoqian New Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,China,"18,910",Asia,,2023-08-22,2033-08-21,77.75
5353,Life Climate Soil Carbon Project in Turkiye,Life Iklim ve Enerji Ltd. Sti (VCS),Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Turkey,"30,703",Middle East,,2022-01-01,2041-12-31,58.650000000000006
5357,TCL Aobo (Tianjin) E-waste recycling and comprehensive utilization project(Phase II),"TCL Aobo (Tianjin) Environmental Protection Development Co., Ltd.",Waste handling and disposal,,VMR0008,Registration and verification approval requested,China,"56,817",Asia,,2023-05-01,2030-04-30,57.15
5360,Sumaq Allpa - Beautiful Land: Large-scale community-based afforestation in the Andes Highlands,Ama Pacha S.A.S,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Peru,"165,321",Latin America,,,,51.050000000000004
5362,Shuangjianghu Wastewater Treatment Plant Project,"Shanghai Treasure Carbon New Energy Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,AM0080,Registration requested,China,"29,269",Asia,,2023-04-01,2033-03-31,55.95
5363,Poultry Manure to Compost grouped project in Bangladesh,Kazi Farms Limited,Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Under validation,Bangladesh,"25,423",Asia,,2023-04-15,2030-04-14,71.25000000000001
5365,Conservation and Restoration of Mangroves in the Coastal Blue Carbon Ecosystem of Egypt,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Egypt,"263,361",Africa,,,,51.85
5366,Henan Zhumadian Youran Xiping Dairy Farm Biogas Utilization Project,"Zhumadian Youran Animal Husbandry Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registration and verification approval requested,China,"59,610",Asia,,2023-04-15,2033-04-14,73.25
5367,Fuel Switch Group Project: Accelerating Access to Clean Energy,Fuel Switch SA (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"28,500",Africa,,2023-08-07,2033-08-06,76.95
