ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
1254,"Yelisirur wind power project, India",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"49,451",Asia,2014-02-26,,,76.25
1255,5.35 MW Wind Power Project by GeeCee Ventures Ltd,GeeCee Ventures Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"8,274",Asia,,,,70.75
1256,CFL lighting Scheme Thiruvananthapuram Urban,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"34,597",Asia,,,,62.95
1257,Wind Power Project of CLP Wind Farms (India) Private Limited,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"365,404",,2020-04-06,2022-03-22,2032-03-21,81.15
1258,Saint Nikola Wind Farm,AES Geo Energy OOD,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Bulgaria,"256,108",Europe,2020-04-06,,,81.55
1259,"Chacayes Hydroelectric Project, Chile",Pacific Hydro Chacayes S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Chile,"357,011",Latin America,2020-04-06,2019-01-01,2025-12-31,77.45
1260,Zé Tunin Small Hydropower Plant Project,Pequena Central Hidrelétrica Zé Tunin S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Brazil,"18,479",Latin America,2020-04-06,,,73.55
1261,Grid connected electricity generation using natural gas by Lanco Kondapalli Power Limited,Lanco Kondapalli Power Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,"830,133",Asia,2020-04-06,,,62.25000000000001
1262,Wind power project in Tamil Nadu,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"6,434",Asia,2014-03-31,,,70.75
1263,DGKCC municipal solid waste management bundled project,Multiple Proponents,Waste handling and disposal,,Methodology Under Development,Under development,Pakistan,"40,658",Asia,,2016-01-01,2025-12-31,52.050000000000004
1264,"Yunnan Longjiang 240MW Hydropower Project, in P.R. China",Yunnan Longjiang Hydropower Project Development Co,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"649,177",Asia,2014-04-04,,,77.14999999999999
1265,CFL lighting scheme Bachat Lamp Yojana in Thiruvananthapuram,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"35,000",Asia,,,,62.95
1266,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN PATHANAMTHITTA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"25,000",Asia,,,,62.95
1267,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOTTAYAM,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"25,000",Asia,,,,62.95
1268,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOTTARAKKARA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"25,000",Asia,,2020-03-16,2030-03-15,65.05
1269,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOLLAM,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"30,000",Asia,,,,62.95
1270,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN PALAKKAD,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"30,000",Asia,,,,62.95
1271,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN SHORNUR,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"22,000",Asia,,,,62.95
1272,CFL Lighting Scheme Bachat Lamp Yojana in Tirur,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"27,903",Asia,,,,62.95
1273,CFL lighting scheme Bachat Lamp Yojana in Manjeri,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"35,000",Asia,,,,62.95
1274,CFL lighting scheme Bachat Lamp Yojana in Kannur,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"39,830",Asia,,,,62.95
1275,CFL lighting scheme Bachat Lamp Yojana in Kozhikode,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"31,892",Asia,,,,62.95
1276,CFL Lighting Scheme Bachat Lamp Yojana in Vadakara,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"24,134",Asia,,,,62.95
1277,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KASARGOD AND SREEKANDPURAM,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,"41,046",Asia,,,,62.95
